sub_ID,Q6.consent,Q8.covid_info,Q9.covid_knowledge,Q10.rank_attention_to_news,Q13.trust_doctor_news,Q13.trust_hospital_news,Q13.trust_cdc_news,Q13.trust_government_news,Q13.trust_none_of_above,Q14.confidence_us_government,Q16.Belief_scientists_understand_covid,Q17.concerned_outbreak,Q18.likely_to_catch_covid,Q20.ability_to_protect_self,Q21.expected_symptom_severity,Q101.confidence_in_authority,Q23.risk_exaggerated,Q27.wearing_mask,Q35.take_vaccine?,Q40.age,Q41.gender,Q74.education,Q84.community,Q43.health(1.5),Q39.flu.vaccine,Q44.contact_covid,Q85.pre.exisiting_conditions,Q92.friends/family_preexisiting_conditions
555,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,1,10,A lot,30,79,2,6,NA,no one/no mask evidence,unsure,20-24,f,professional degree,large city,4,FALSE,no,no,no
556,1,A lot,A moderate amount,8,FALSE,TRUE,FALSE,FALSE,,4,8,A lot,78,83,3,80,strongly disagree,no one/no mask evidence,probably,NA,f,some college,small city/town,3,FALSE,unsure,no,prefer not to say
557,1,A moderate amount,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,5,5,NA,40,80,4,60,strongly disagree,sick people,unsure,40-44,f,2 year degree,large city,4,FALSE,no,no,unsure
558,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,,1,9,NA,40,80,2,25,strongly disagree,sick people,definitely,30-34,f,4 year degree,small city/town,4,FALSE,unsure,no,no
559,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,2,2,A moderate amount,20,70,2,50,NA,everyone,probably_not,20-24,f,some college,large city,3,FALSE,no,no,no
561,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,8,6,A moderate amount,50,80,4,65,NA,everyone,probably,20-24,f,some college,suburb,4,TRUE,no,yes,unsure
562,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,6,NA,35,70,2,50,strongly disagree,sick people,definitely,20-24,f,some college,suburb,3,TRUE,no,no,unsure
563,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,1,A lot,A little,9,TRUE,FALSE,FALSE,FALSE,,6,4,A lot,64,60,3,40,strongly disagree,sick people,definitely,25-29,f,some college,suburb,4,TRUE,no,no,yes
565,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,6,NA,39,71,3,61,NA,sick people,probably,18-19,f,some college,large city,4,FALSE,no,no,no
566,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,TRUE,,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,4,5,A moderate amount,48,64,2,12,NA,everyone,definitely,18-19,f,highschool graduate,small city/town,4,TRUE,unsure,no,yes
570,1,A moderate amount,A little,9,FALSE,FALSE,TRUE,FALSE,,5,6,A moderate amount,1,100,2,50,NA,sick people,definitely,18-19,f,highschool graduate,suburb,4,TRUE,no,no,no
571,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,3,5,A moderate amount,48,36,1,47,NA,sick people,probably,18-19,f,some college,suburb,2,TRUE,no,no,no
572,1,A lot,A little,6,FALSE,FALSE,FALSE,FALSE,,4,6,A lot,70,100,3,10,somewhat disagree,everyone,definitely,18-19,f,highschool graduate,suburb,4,Unsure,yes,yes,unsure
573,1,A lot,A moderate amount,4,FALSE,FALSE,FALSE,TRUE,,5,8,A moderate amount,25,80,3,75,stronglyAgree,sick people,probably,18-19,f,some college,small city/town,3,TRUE,unsure,no,no
574,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,6,A moderate amount,18,94,3,64,NA,sick people,definitely,18-19,f,2 year degree,suburb,4,FALSE,no,no,no
575,1,A moderate amount,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,3,5,A moderate amount,40,70,1,27,NA,everyone,definitely,18-19,f,highschool graduate,suburb,4,FALSE,no,no,no
576,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,0,8,A little,55,61,3,5,NA,sick people,definitely,18-19,f,some college,ruralArea,3,FALSE,no,no,no
577,1,A moderate amount,A little,6,TRUE,TRUE,TRUE,FALSE,,3,6,A lot,20,85,3,45,somewhat disagree,sick people,probably,18-19,m,highschool graduate,small city/town,4,TRUE,no,no,unsure
578,1,A lot,A moderate amount,9,TRUE,FALSE,FALSE,FALSE,,9,7,A moderate amount,3,100,2,12,NA,no one/no mask evidence,probably,55-59,f,4 year degree,large city,5,TRUE,no,no,yes
579,1,A lot,A moderate amount,6,FALSE,TRUE,TRUE,TRUE,,8,7,A moderate amount,5,100,3,75,strongly disagree,sick people,probably_not,20-24,f,2 year degree,suburb,5,FALSE,no,no,yes
580,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,5,7,A lot,89,79,2,50,strongly disagree,sick people,probably,18-19,m,some college,suburb,3,FALSE,unsure,no,prefer not to say
581,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,TRUE,,8,10,A lot,50,85,2,75,somewhat disagree,sick people,definitely,18-19,f,some college,small city/town,4,FALSE,no,no,unsure
582,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,8,7,A lot,88,70,3,30,strongly disagree,sick people,definitely,45-49,m,professional degree,suburb,5,TRUE,no,no,NA
583,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,2,8,A lot,78,71,2,10,strongly disagree,no one/no mask evidence,definitely,18-19,f,some college,small city/town,4,TRUE,unsure,no,no
584,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,2,6,NA,50,80,2,70,strongly disagree,sick people,definitely,35-39,f,doctorate,suburb,4,TRUE,no,no,no
585,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,1,A lot,A little,7,FALSE,TRUE,TRUE,FALSE,,3,5,A moderate amount,30,70,2,50,somewhat disagree,everyone,unsure,20-24,m,some college,suburb,3,FALSE,no,no,no
587,1,A moderate amount,A little,5,FALSE,FALSE,FALSE,FALSE,Jons Hopkins,4,8,A lot,30,72,2,49,somewhat disagree,everyone,definitely,20-24,m,some college,large city,3,FALSE,no,no,yes
588,1,A lot,A moderate amount,7,TRUE,FALSE,TRUE,FALSE,,4,7,A lot,56,55,3,47,somewhat disagree,sick people,definitely,20-24,f,some college,large city,3,FALSE,yes,no,yes
589,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,2,6,NA,30,50,3,10,somewhat disagree,everyone,definitely,20-24,f,some college,suburb,3,TRUE,no,no,no
590,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,5,NA,50,82,2,70,somewhat disagree,sick people,probably,20-24,f,4 year degree,suburb,4,TRUE,no,no,unsure
592,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,6,7,A moderate amount,30,82,2,61,NA,sick people,definitely,25-29,nb,4 year degree,suburb,3,TRUE,no,no,yes
595,1,A moderate amount,A moderate amount,7,TRUE,TRUE,FALSE,FALSE,,7,9,A lot,72,100,3,81,stronglyAgree,everyone,definitely,20-24,m,2 year degree,small city/town,5,TRUE,yes,no,yes
596,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,2,6,A little,55,86,5,30,strongly disagree,sick people,definitely,20-24,f,some college,small city/town,3,TRUE,no,yes,yes
597,1,A lot,A lot,7,FALSE,FALSE,FALSE,FALSE,,3,8,A moderate amount,3,96,1,75,stronglyAgree,sick people,definitely,20-24,f,some college,small city/town,4,Unsure,no,no,unsure
598,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,,2,3,A lot,51,86,3,16,somewhat disagree,sick people,definitely,20-24,f,some college,suburb,3,TRUE,no,no,no
599,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,7,8,A lot,40,70,2,70,NA,sick people,unsure,60-64,m,professional degree,ruralArea,3,FALSE,no,no,no
600,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,3,7,A moderate amount,60,75,3,40,somewhat disagree,everyone,definitely,20-24,m,some college,small city/town,1,FALSE,unsure,yes,yes
601,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,5,A moderate amount,20,65,2,17,strongly disagree,everyone,definitely,18-19,f,some college,small city/town,4,TRUE,no,no,yes
602,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,TRUE,,5,6,A lot,15,52,3,39,somewhat disagree,everyone,unsure,18-19,m,highschool graduate,small city/town,3,TRUE,no,no,no
603,1,A lot,A little,4,FALSE,FALSE,FALSE,TRUE,,1,4,A moderate amount,35,82,2,42,NA,everyone,definitely,18-19,NA,some college,small city/town,3,TRUE,no,no,no
604,1,A lot,A moderate amount,5,FALSE,TRUE,TRUE,TRUE,,10,7,NA,20,80,3,70,NA,sick people,definitely,20-24,m,some college,suburb,3,TRUE,unsure,no,yes
605,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,0,6,A moderate amount,70,51,3,19,strongly disagree,sick people,definitely not,40-44,f,some college,small city/town,4,TRUE,yes,no,yes
606,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,4,8,NA,30,50,2,30,somewhat disagree,sick people,definitely,18-19,f,less than highschool,suburb,1,FALSE,yes,no,yes
607,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,TRUE,,3,7,NA,19,88,2,4,somewhat disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,TRUE,,3,5,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,1,A lot,A little,5,FALSE,FALSE,FALSE,FALSE,,1,5,A moderate amount,50,100,3,15,strongly disagree,sick people,definitely,18-19,f,some college,small city/town,2,TRUE,no,no,yes
610,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,6,A moderate amount,40,60,3,47,NA,sick people,definitely,18-19,m,some college,suburb,4,FALSE,yes,no,no
611,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,1,8,A moderate amount,0,100,1,54,strongly disagree,sick people,definitely,18-19,f,some college,suburb,3,TRUE,no,no,no
612,1,A moderate amount,A moderate amount,4,FALSE,FALSE,TRUE,FALSE,,9,6,NA,99,65,3,50,strongly disagree,no one/no mask evidence,definitely,20-24,f,4 year degree,suburb,5,TRUE,unsure,yes,yes
613,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,1,A lot,NothingAtAll,5,FALSE,FALSE,TRUE,FALSE,,1,2,A lot,43,33,3,20,NA,no one/no mask evidence,probably_not,18-19,f,some college,suburb,1,Unsure,no,yes,unsure
615,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,,1,3,A lot,90,90,3,20,strongly disagree,sick people,definitely,20-24,f,2 year degree,large city,2,FALSE,no,no,unsure
616,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,7,A little,20,87,2,100,strongly disagree,sick people,definitely,18-19,f,some college,suburb,4,TRUE,unsure,no,yes
617,1,A lot,A moderate amount,8,TRUE,FALSE,FALSE,FALSE,,5,6,A moderate amount,20,90,2,70,stronglyAgree,everyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,1,A lot,A little,6,FALSE,FALSE,TRUE,FALSE,,5,7,A lot,59,69,4,72,NA,sick people,definitely,18-19,f,some college,suburb,3,TRUE,no,no,no
619,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,3,6,NA,65,70,2,45,strongly disagree,everyone,definitely,18-19,f,2 year degree,suburb,3,TRUE,no,no,yes
620,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,local public health department,8,5,A lot,45,90,2,81,strongly disagree,sick people,probably,20-24,f,some college,suburb,5,TRUE,no,no,no
622,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,5,A moderate amount,60,100,5,40,strongly disagree,sick people,definitely,18-19,m,less than highschool,suburb,2,TRUE,unsure,yes,yes
623,1,A lot,A little,8,FALSE,TRUE,TRUE,FALSE,,3,5,A moderate amount,30,75,4,35,strongly disagree,sick people,definitely,18-19,m,some college,suburb,4,TRUE,unsure,yes,unsure
624,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,8,7,A moderate amount,75,90,3,50,somewhat disagree,everyone,definitely,25-29,m,some college,small city/town,3,FALSE,no,yes,yes
625,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,6,6,A lot,30,96,2,45,NA,sick people,definitely,18-19,f,2 year degree,suburb,4,TRUE,no,no,unsure
626,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,7,7,A lot,80,70,2,50,strongly disagree,sick people,definitely,18-19,f,some college,suburb,5,TRUE,no,no,no
627,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,3,7,A lot,90,90,3,20,strongly disagree,sick people,probably,20-24,f,some college,large city,2,Unsure,yes,unsure,yes
628,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,7,6,A lot,30,80,3,0,strongly disagree,sick people,definitely,18-19,m,highschool graduate,small city/town,5,FALSE,no,no,yes
629,1,A lot,A lot,9,FALSE,FALSE,TRUE,TRUE,,6,5,A little,31,100,3,25,strongly disagree,sick people,definitely,25-29,f,2 year degree,small city/town,4,TRUE,unsure,no,yes
630,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,2,5,A moderate amount,14,87,3,31,NA,sick people,probably,18-19,f,highschool graduate,suburb,3,FALSE,no,yes,yes
631,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,3,A moderate amount,50,100,5,35,strongly disagree,sick people,probably,18-19,f,some college,suburb,2,TRUE,no,yes,yes
632,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,8,NA,61,62,2,32,somewhat disagree,everyone,definitely,18-19,f,some college,ruralArea,3,TRUE,no,no,yes
633,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,1,A lot,A moderate amount,7,TRUE,TRUE,TRUE,TRUE,,5,6,A moderate amount,48,60,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,1,1,A moderate amount,29,100,3,8,NA,sick people,probably,18-19,f,2 year degree,suburb,3,TRUE,no,no,yes
636,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,TRUE,,7,6,NA,50,90,2,68,stronglyAgree,sick people,unsure,18-19,m,less than highschool,large city,3,FALSE,no,no,prefer not to say
637,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,2,7,NA,70,92,4,79,strongly disagree,everyone,definitely,60-64,m,professional degree,large city,4,FALSE,NA,NA,NA
638,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,1,A lot,A moderate amount,4,FALSE,FALSE,TRUE,FALSE,,5,6,NA,47,100,3,59,NA,everyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,6,A moderate amount,50,50,3,70,NA,sick people,probably,18-19,m,highschool graduate,suburb,4,TRUE,unsure,no,no
642,1,A moderate amount,A little,7,FALSE,FALSE,FALSE,FALSE,,5,4,A lot,3,85,3,56,stronglyAgree,everyone,definitely,18-19,f,highschool graduate,suburb,5,FALSE,unsure,yes,unsure
643,1,A lot,A little,4,FALSE,FALSE,TRUE,FALSE,,0,2,NA,25,10,2,20,NA,everyone,definitely,20-24,f,highschool graduate,suburb,3,TRUE,unsure,no,yes
644,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,1,A lot,A little,4,FALSE,FALSE,TRUE,FALSE,,2,5,A moderate amount,30,70,4,50,strongly disagree,everyone,definitely,18-19,f,some college,small city/town,2,TRUE,yes,no,unsure
646,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,TRUE,,7,7,NA,60,91,3,60,NA,sick people,probably,50-54,m,4 year degree,small city/town,3,FALSE,NA,NA,NA
647,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,1,A lot,A lot,10,TRUE,FALSE,TRUE,FALSE,,6,10,A moderate amount,38,100,3,31,strongly disagree,everyone,probably,25-29,m,4 year degree,ruralArea,5,FALSE,no,no,unsure
649,1,A lot,A moderate amount,4,FALSE,FALSE,TRUE,FALSE,,7,8,A moderate amount,40,40,2,60,strongly disagree,everyone,definitely,18-19,f,some college,suburb,3,TRUE,no,no,yes
650,1,A lot,A little,6,FALSE,TRUE,TRUE,FALSE,,3,7,A moderate amount,50,72,2,51,strongly disagree,sick people,unsure,20-24,f,4 year degree,suburb,2,TRUE,no,no,no
651,1,A little,NothingAtAll,4,FALSE,FALSE,FALSE,FALSE,,5,6,NA,21,100,3,69,strongly disagree,sick people,definitely,18-19,f,some college,small city/town,3,TRUE,no,no,no
652,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,1,A lot,A lot,5,TRUE,FALSE,TRUE,FALSE,,5,7,A lot,51,60,3,61,strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,6,A moderate amount,25,75,3,50,strongly disagree,sick people,definitely,35-39,f,doctorate,small city/town,5,TRUE,no,no,unsure
655,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,5,7,NotAtAll,20,93,2,70,somewhat disagree,sick people,definitely,20-24,f,some college,small city/town,3,TRUE,unsure,no,yes
656,1,A little,A moderate amount,4,TRUE,TRUE,TRUE,FALSE,,8,6,A little,60,85,3,95,somewhat disagree,sick people,probably,18-19,m,some college,suburb,3,FALSE,yes,no,NA
657,1,A little,A little,3,TRUE,FALSE,FALSE,FALSE,,4,6,A lot,40,71,3,51,NA,everyone,unsure,20-24,f,2 year degree,ruralArea,3,FALSE,no,no,yes
658,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,0,7,NA,65,68,4,63,NA,sick people,definitely,25-29,nb,4 year degree,large city,3,FALSE,yes,yes,yes
659,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,5,5,A lot,20,100,3,20,strongly disagree,sick people,definitely,18-19,f,some college,small city/town,4,FALSE,no,no,no
660,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,1,7,NotAtAll,60,100,2,82,strongly disagree,sick people,definitely,20-24,f,professional degree,small city/town,4,TRUE,no,no,yes
661,1,A moderate amount,A moderate amount,3,FALSE,FALSE,TRUE,FALSE,,8,6,A lot,20,100,3,10,NA,NA,probably_not,50-54,NA,2 year degree,ruralArea,4,FALSE,no,no,no
662,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,7,6,A moderate amount,51,80,3,60,strongly disagree,sick people,definitely,50-54,f,some college,large city,4,TRUE,no,no,yes
663,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,5,5,A lot,30,70,4,50,somewhat disagree,sick people,probably,60-64,f,some college,small city/town,3,TRUE,no,yes,yes
664,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,3,6,A moderate amount,29,71,3,21,strongly disagree,sick people,definitely,60-64,f,professional degree,suburb,3,TRUE,unsure,no,yes
665,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,4,3,A lot,27,90,3,30,somewhat disagree,everyone,definitely,20-24,f,some college,small city/town,3,TRUE,unsure,no,yes
666,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,5,6,A lot,59,45,3,60,strongly disagree,sick people,definitely,20-24,f,4 year degree,suburb,4,TRUE,no,no,yes
667,1,A lot,A moderate amount,8,TRUE,FALSE,TRUE,FALSE,,6,7,A moderate amount,10,89,3,47,strongly disagree,everyone,definitely,20-24,f,some college,small city/town,4,TRUE,no,no,yes
668,1,A lot,A lot,10,TRUE,FALSE,TRUE,TRUE,,10,8,A little,56,70,1,87,NA,everyone,definitely,18-19,f,some college,ruralArea,4,FALSE,unsure,yes,yes
669,1,A lot,A little,6,TRUE,FALSE,TRUE,TRUE,,5,5,A little,15,100,2,43,NA,sick people,probably,25-29,f,4 year degree,small city/town,3,FALSE,no,no,no
670,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,TRUE,My coworkers in our pharmacy,3,8,NA,0,70,2,40,NA,sick people,probably,20-24,m,some college,large city,5,TRUE,no,yes,no
671,1,A moderate amount,A little,7,FALSE,FALSE,FALSE,TRUE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,,4,4,A moderate amount,18,30,2,32,NA,sick people,probably,35-39,f,professional degree,suburb,3,FALSE,no,no,no
674,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,1,9,A lot,70,87,3,63,strongly disagree,no one/no mask evidence,definitely,20-24,f,some college,large city,4,TRUE,unsure,no,yes
675,1,A lot,A moderate amount,8,TRUE,TRUE,TRUE,FALSE,,2,7,A lot,10,89,3,59,somewhat disagree,everyone,definitely,20-24,f,some college,suburb,4,TRUE,no,no,yes
676,1,A lot,A moderate amount,8,TRUE,TRUE,TRUE,FALSE,,4,8,A moderate amount,50,100,2,70,somewhat disagree,sick people,definitely,20-24,f,highschool graduate,suburb,4,TRUE,no,no,no
677,1,A lot,A moderate amount,5,TRUE,TRUE,TRUE,FALSE,,4,6,A lot,20,41,2,41,somewhat disagree,everyone,definitely,20-24,f,4 year degree,suburb,4,FALSE,no,no,no
678,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,3,8,A lot,24,86,4,71,strongly disagree,sick people,probably,20-24,f,4 year degree,small city/town,3,FALSE,no,no,no
679,1,A lot,A little,8,FALSE,FALSE,TRUE,FALSE,,5,6,NA,95,50,4,45,strongly disagree,everyone,definitely,20-24,f,some college,large city,4,TRUE,yes,no,yes
680,1,A moderate amount,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,6,7,A moderate amount,50,95,3,65,NA,sick people,definitely,20-24,f,some college,large city,4,TRUE,no,no,no
681,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,2,9,A moderate amount,75,100,2,50,somewhat disagree,sick people,definitely,20-24,f,some college,suburb,3,TRUE,unsure,unsure,yes
682,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,6,6,A lot,50,100,3,37,somewhat disagree,sick people,definitely,18-19,f,some college,suburb,4,FALSE,no,no,yes
683,1,A moderate amount,A moderate amount,9,FALSE,TRUE,TRUE,FALSE,,7,6,A moderate amount,70,88,3,55,strongly disagree,sick people,definitely,18-19,f,some college,suburb,4,FALSE,no,yes,yes
684,1,A lot,A moderate amount,8,FALSE,TRUE,TRUE,FALSE,Statewide health institutions,2,10,NA,40,100,2,84,strongly disagree,everyone,unsure,20-24,f,some college,suburb,4,FALSE,no,no,no
685,1,A lot,A little,4,FALSE,FALSE,TRUE,FALSE,,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,4,6,A moderate amount,11,90,3,31,NA,sick people,unsure,18-19,f,highschool graduate,small city/town,5,FALSE,no,no,no
688,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,5,NA,42,84,5,58,NA,sick people,probably,18-19,m,highschool graduate,small city/town,3,TRUE,no,unsure,unsure
689,1,A lot,A little,7,TRUE,TRUE,FALSE,FALSE,,3,8,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,1,A moderate amount,A moderate amount,4,TRUE,TRUE,FALSE,FALSE,,2,3,A moderate amount,8,77,2,31,somewhat disagree,sick people,probably,18-19,f,some college,suburb,4,TRUE,unsure,no,prefer not to say
691,1,A lot,A moderate amount,7,TRUE,FALSE,TRUE,FALSE,,4,7,NA,53,60,2,40,NA,everyone,definitely,18-19,f,some college,suburb,4,TRUE,unsure,no,no
692,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,1,A lot,A lot,7,FALSE,FALSE,TRUE,FALSE,,3,6,NA,80,80,3,50,strongly disagree,sick people,definitely,25-29,f,professional degree,suburb,3,TRUE,no,no,yes
694,1,A moderate amount,A moderate amount,3,FALSE,FALSE,TRUE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
