b,r1,r2
b875,2.645553146,-1.37730835
b876,4.004839942,-1.765397732
b877,2.924925305,-3.378382292
b878,1.7450399,-1.533637985
b879,2.843120178,-2.733517982
b880,0.639034409,-2.302861247
b881,3.143276847,-3.135009123
b882,2.568843525,-2.918823086
b883,2.17768438,-0.830160869
b884,2.434497952,-2.481496131
b885,2.388556056,-1.235432438
b886,2.301504057,-2.789123565
b887,1.738840707,-4.469570315
b888,2.767294252,-2.311859246
b889,1.181217927,-2.211194918
b890,5.368658668,-3.323579286
b891,3.41450103,-4.345614523
b892,3.427083927,-1.72810189
b893,0.773678317,-4.283291961
b894,2.799059735,-1.487095816
b895,3.193466837,-3.893606219
b896,3.78129536,-3.902409055
b897,2.737863182,-1.642360424
b898,3.614131921,-3.721806483
b899,2.689381828,-3.549970182
b900,2.331821611,-4.087609557
b901,1.462740192,-3.110090978
b902,1.956492836,-3.762324874
b903,0.295248866,-2.530361912
b904,2.007028051,-3.394892124
b905,0.944315751,-2.550257999
b906,2.594966209,-3.132005326
b907,2.557617167,-2.886673209
b908,2.23001823,-3.590111576
b909,2.889209458,-1.829580654
b910,3.660106318,-2.347045558
b911,3.739564178,-3.940964402
b912,3.440738337,-3.599128619
b913,2.170834267,-2.642855331
b914,2.086292702,-3.880049706
b915,2.228067338,-1.375013639
b916,3.463994805,-4.889242413
b917,3.077996869,-3.528683174
b918,2.722852214,-1.741600496
b919,0.99613208,-2.544886492
b920,1.302036296,-1.736387365
b921,2.429764595,-3.070901138
b922,4.368995197,-3.130330612
b923,1.099389186,-6.005287269
b924,2.7492743,-3.660817622
b925,1.046596598,-1.89170975
b926,2.40756379,-2.173128008
b927,2.510564558,-1.581478511
b928,2.242146664,-4.215615629
b929,2.218503875,-1.861475889
b930,3.227696041,-2.817989383
b931,3.508049282,-2.342320702
b932,2.686628009,-4.527243774
b933,1.976838087,-4.264687921
b934,2.880416744,-3.392829287
b935,3.483887468,-1.790323747
b936,1.752004217,-2.737552605
b937,2.319737554,-2.038988524
b938,3.059761554,-3.597159228
b939,2.887345996,-3.010925993
b940,4.448659283,-1.01510621
b941,3.927234703,-2.320214343
b942,3.095731966,-3.623560721
b943,1.901783815,-4.26024158
b944,5.272927509,-4.231227092
b945,3.228694959,-2.570670423
b946,4.965217007,-2.230614744
b947,3.866933526,-0.945043478
b948,2.042341701,-2.352545215
b949,1.793577909,-4.329879387
b950,1.053862514,-2.458969152
b951,2.467945134,-3.415625226
b952,1.294640211,-3.227317737
b953,3.511983881,-1.880750126
b954,2.228802255,-4.157705131
b955,2.318478826,-2.833448816
b956,2.45769699,-2.471274941
b957,0.821838274,-3.951321889
b958,1.462278457,-4.006774772
b959,2.960442311,-3.198495902
b960,2.055768659,-1.801838901
b961,1.708015813,-2.333590811
b962,2.11678243,-4.53764353
b963,2.74890227,-2.270390664
b964,0.615514,-1.08341131
b965,1.483321336,-2.127397633
b966,2.466627092,-2.505703266
b967,3.599783957,-1.394319135
b968,1.045434289,-2.114455688
b969,1.852535231,-3.21722384
b970,3.428748568,-4.091755079
b971,3.125710354,-2.86447267
b972,1.50147848,-3.720598619
b973,2.203588549,-2.619423441
b974,2.121562048,-2.861061466
b975,2.502449628,-2.760935525
b976,3.414748144,-3.254006447
b977,3.221779454,-2.183505352
b978,1.332823512,-2.063109594
b979,3.569106921,-3.204930205
b980,2.728333857,-2.168152913
b981,1.923205883,-1.653000116
b982,3.427216202,-2.369858178
b983,3.034554133,-2.60373855
b984,3.426313589,-1.782377526
b985,2.847040131,-1.363105542
b986,1.136781183,-3.200887712
b987,2.97698313,-2.138702112
b988,1.298202146,-2.706292225
b989,3.847097355,-2.645582742
b990,2.413214769,-1.723042304
b991,0.995014678,-2.828484208
b992,2.476426494,-2.677954107
b993,2.251163775,-3.273492222
b994,1.727535143,-0.498417076
b995,2.519726987,-2.781935914
b996,1.363053497,-3.073781541
b997,1.236242892,-2.265192812
b998,1.862452559,-1.243849704
b999,3.525550912,-3.77567465
b1000,3.82313012,-1.229920778
b1001,2.796307927,-2.614736789
b1002,3.450187285,-3.358723217
b1003,3.684445116,-3.385382717
b1004,1.66881016,-5.164521189
b1005,3.222660025,-2.202570451
b1006,3.590175114,-1.745129742
b1007,2.481092093,-3.145329939
b1008,2.358294988,-2.519177534
b1009,2.188241863,-3.18974254
b1010,2.261477097,-2.423182024
b1011,3.658398931,-2.866456492
b1012,3.142653585,-2.585853032
b1013,2.371742802,-2.361500942
b1014,2.975272454,-3.03698277
b1015,3.164835743,-0.972218169
b1016,1.71935921,-3.354733805
b1017,3.685699087,-1.411434131
b1018,3.56342883,-3.467869048
b1019,2.368816323,-3.992400046
b1020,2.487282397,-2.802307231
b1021,3.575038164,-3.204788451
b1022,2.840628781,-4.346936611
b1023,3.851291525,-1.985368564
b1024,2.07995516,-2.934213603
b1025,3.968762623,-4.374976081
b1026,2.442883526,-4.643277172
b1027,3.609668851,-1.750629315
b1028,3.487020082,-0.886273329
b1029,2.197443795,-1.879979474
b1030,2.587185653,-1.737555317
b1031,3.112690505,-3.00029392
b1032,3.90925537,-2.119170023
b1033,3.958776722,-2.743724354
b1034,2.584137884,-5.50670282
b1035,1.574804279,-2.888840208
b1036,1.900681537,-3.279177711
b1037,0.934097396,-2.222235889
b1038,1.648166926,-3.202287541
b1039,2.000308069,-1.837343033
b1040,2.58129833,-4.462000126
b1041,1.846234243,-2.944534763
b1042,4.407947608,-1.110822075
b1043,2.357744042,-3.477021357
b1044,0.558586483,-4.228524817
b1045,3.887144272,-4.28756455
b1046,1.074597849,-2.081447324
b1047,4.471789977,-3.038396848
b1048,4.598805202,-2.113006998
b1049,2.168667427,-2.004945045
b1050,3.697485687,-2.166851572
b1051,3.548114766,-3.279014241
b1052,2.95471004,-3.665482948
b1053,4.551584883,-3.198597672
b1054,2.128673075,-1.872328951
b1055,1.386449944,-4.522157029
b1056,2.551218673,-3.171500135
b1057,4.321928042,-2.406700559
b1058,2.969687824,-2.13195504
b1059,0.657790517,-2.653962003
b1060,3.840577495,-5.469436053
b1061,2.934915728,-3.761565272
b1062,3.270253936,-2.653935119
b1063,1.518467138,-2.883926308
b1064,3.59930684,-3.81181817
b1065,1.066407527,-1.945261179
b1066,3.047055474,-2.312854855
b1067,2.784016865,-1.683652904
b1068,2.356456284,-2.522955945
b1069,5.066628683,-0.613368016
b1070,2.563580337,-2.143438628
b1071,2.427689551,-1.714359621
b1072,0.866676633,-2.684757449
b1073,1.754050939,-2.953092655
b1074,2.530353767,-3.576865918
b1075,1.41110272,-4.572938822
b1076,1.109173719,-3.074282379
b1077,2.296868659,-2.784681936
b1078,2.544377948,-2.591120326
b1079,1.339170745,-3.805515168
b1080,2.860771709,-2.609654712
b1081,1.016230248,-3.060140919
b1082,2.98780588,-2.368472778
b1083,3.621158558,-4.305337223
b1084,1.767375989,-1.779896601
b1085,1.989773887,-2.398315172
b1086,2.668740111,-3.563731436
b1087,3.110934864,-2.487383318
b1088,1.892772394,-2.189754188
b1089,2.981979962,-4.674686984
b1090,2.136937542,-2.282548133
b1091,3.279352285,-3.069023407
b1092,1.175987685,-3.090302822
b1093,2.684864422,-2.820133001
b1094,3.433969982,-3.453827968
b1095,3.513939421,-3.249419074
b1096,1.40763228,-4.970599738
b1097,1.362130144,-0.929411443
b1098,1.833765477,-2.823930937
b1099,4.090014176,-1.906519922
b1100,1.247773483,-2.846739064
b1101,2.246018054,-3.723327376
b1102,1.294543857,-2.882358232
b1103,2.420897364,-5.109775748
b1104,1.534681304,-1.844039194
b1105,2.215618445,-2.48053518
b1106,1.406519671,-2.795471631
b1107,2.137426433,-4.428355852
b1108,2.472701644,-4.478160748
b1109,3.51205066,-4.579434754
b1110,3.437348823,-3.124846584
b1111,2.945146558,-1.834914969
b1112,3.903717323,-2.869152478
b1113,3.63655973,-1.244573465
b1114,2.604893104,-3.458148136
b1115,2.390612852,-1.250171595
b1116,1.327118126,-2.831304724
b1117,3.705071859,-2.346734555
b1118,1.63820807,-2.535821569
b1119,2.34796702,-1.56716728
b1120,2.800268404,-3.240261185
b1121,2.910109715,-2.041489368
b1122,3.136350606,-2.412430831
b1123,2.407630038,-2.746283656
b1124,2.267218403,-2.648204492
b1125,2.436319629,-0.543323023
b1126,5.492656057,-2.332626115
b1127,2.260674396,-3.050447217
b1128,2.958879107,-3.678589731
b1129,3.117898439,-1.901184042
b1130,0.813790294,-1.602033551
b1131,3.42341658,-1.986599736
b1132,2.63594712,-5.226782476
b1133,2.111641242,-3.716890596
b1134,1.963527909,-4.246172435
b1135,2.38331766,-2.170789593
b1136,1.224063876,-3.173033683
b1137,2.471956432,-2.908251201
b1138,2.493194784,-3.261894127
b1139,1.904394888,-3.583835407
b1140,3.83001624,-2.575416037
b1141,3.489909241,-2.763425809
b1142,3.197770438,-4.294330129
b1143,3.226431471,-2.376350516
b1144,2.809504582,-0.653311228
b1145,2.212467218,-3.770017065
b1146,2.639655071,-2.869103911
b1147,3.525962352,-3.567950685
b1148,3.187615905,-4.006981264
b1149,2.931361762,-1.649263719
b1150,1.546480295,-4.176856159
b1151,0.907729102,-0.814214918
b1152,3.617215965,-2.113196758
b1153,3.281320198,-3.936535722
b1154,3.468455161,-5.05263283
b1155,2.143612733,-3.223365163
b1156,3.009607058,-3.435745088
b1157,3.193133891,-4.543090176
b1158,1.083232023,-2.996869294
b1159,4.453537645,-1.688555419
b1160,2.358973291,-3.581669228
b1161,0.406020563,-3.603318281
b1162,2.252067478,-2.437180091
b1163,0.372645328,-2.300158483
b1164,2.635181006,-3.632356099
b1165,3.721662803,-3.312163523
b1166,5.816653039,-2.816167494
b1167,2.773035196,-4.096043914
b1168,2.437258845,-3.097547219
b1169,2.12903373,-4.110921561
b1170,2.474070565,-3.474622524
b1171,1.568198593,-2.392016938
b1172,4.683659111,-0.767449074
b1173,1.484001559,-3.346039333
b1174,3.423057723,-1.869070276
b1175,3.527577186,-1.840863325
b1176,2.835297706,-3.592637384
b1177,3.058215416,-2.359714157
b1178,1.120476517,-2.342627757
b1179,3.776581139,-3.072446547
b1180,0.834335358,-2.577061951
b1181,3.457823866,-4.766615725
b1182,3.113353237,-1.502346215
b1183,2.832578521,-2.8249401
b1184,2.776319063,-2.707413947
b1185,1.908148395,-4.368821537
b1186,1.074804136,-1.562130209
b1187,2.154420862,-2.774939224
b1188,1.939252821,-2.631878277
b1189,2.757391897,-2.391559101
b1190,2.334849253,-1.206917012
b1191,3.606941343,-2.805473989
b1192,5.951895033,-0.822871366
b1193,2.7955126,-0.78849566
b1194,1.506793928,-2.531494751
b1195,3.616474225,-2.882707266
b1196,2.85841834,-4.604575209
b1197,0.859436163,-2.431951651
b1198,1.8485761,-2.085904673
b1199,2.9070678,-4.005720776
b1200,3.287392396,-2.749733141
b1201,3.676839874,-2.342403486
b1202,2.144758615,-2.752198393
b1203,3.549891406,-3.668370507
b1204,2.471426016,-2.737139682
b1205,1.727308684,-2.100637695
b1206,4.069881798,-3.979100559
b1207,2.714518599,-2.592202795
b1208,4.30135424,-1.93660238
b1209,1.444197068,-3.67807329
b1210,2.997550597,-2.649018997
b1211,1.991735605,-3.190254534
b1212,2.974539503,-3.903515372
b1213,3.756645161,-4.716181359
b1214,2.400629993,-3.665394971
b1215,1.442186103,-1.613522366
b1216,1.921821981,-2.379915341
b1217,3.30599066,-2.592391607
b1218,2.056848959,-2.950990653
b1219,3.921957702,-1.653448371
b1220,3.595501018,-2.530916071
b1221,3.300624526,-2.415573707
b1222,2.260973729,-4.953942691
b1223,2.738965471,-2.548305204
b1224,3.928771324,-3.324745998
b1225,2.030261603,-1.80339016
b1226,0.108496016,-2.217338945
b1227,2.383023302,-2.889657599
b1228,1.900003924,-3.83314582
b1229,3.735784871,-2.804554222
b1230,3.94329739,-2.694022638
b1231,2.259174622,-3.147012377
b1232,2.564431994,-2.788391473
b1233,4.298564653,-2.669394491
b1234,2.035472656,-2.93910664
b1235,1.65321548,-4.753462576
b1236,4.020204344,-1.979502495
b1237,2.74510769,-1.696517472
b1238,3.167129579,-2.732430783
b1239,3.508357907,-4.352460961
b1240,2.397344132,-1.491905808
b1241,2.073471713,-2.818306305
b1242,4.748028237,-2.718475048
b1243,3.761477514,-2.930011972
b1244,1.981818691,-1.256017212
b1245,3.400617112,-2.883577217
b1246,3.188245762,-3.961169069
b1247,4.017194137,-2.596329259
b1248,1.745551225,-2.571447873
b1249,1.717929579,-3.566148908
b1250,3.669823874,-5.00326598
b1251,2.869384103,-1.779174744
b1252,4.458203154,-2.254167651
b1253,3.003890872,-2.095960203
b1254,2.93320913,-1.864656485
b1255,4.107250041,-3.114867691
b1256,3.199575502,-3.487575142
b1257,1.442000543,-3.179748905
b1258,2.987017,-5.281969834
b1259,1.645994874,-2.798907723
b1260,2.747191326,-2.929414373
b1261,0.832075749,-1.153069844
b1262,2.118643711,-3.381181858
b1263,2.095222476,-3.125812432
b1264,3.679518177,-2.96895347
b1265,1.446760532,-3.022228427
b1266,3.85178288,-3.011940236
b1267,3.862456303,-2.672419103
b1268,2.639315543,-2.669731209
b1269,2.476825354,-2.200118873
b1270,2.357007952,-3.713180339
b1271,2.160911692,-1.372548077
b1272,1.558598401,-2.155534736
b1273,1.947229059,-2.272692929
b1274,1.983934144,-4.150695888
b1275,3.368235219,-0.785756214
b1276,2.406577784,-0.986273973
b1277,1.796182166,-2.69323415
b1278,3.01002264,-1.970828191
b1279,0.653089271,-3.831967858
b1280,1.870572681,-2.499903969
b1281,2.507720814,-5.476800797
b1282,3.253453988,-3.853772047
b1283,3.868242507,-1.248626201
b1284,4.919496488,-2.770015565
b1285,4.415303709,-3.584492845
b1286,1.536896402,-2.01568525
b1287,3.94791045,-4.199575506
b1288,2.304782736,-5.40500071
b1289,3.168879334,-2.581558111
b1290,2.824274083,-5.117744031
b1291,3.522359351,-2.897175226
b1292,1.663561271,-1.988164205
b1293,2.478671951,-3.402748239
b1294,2.729369893,-3.448533481
b1295,3.158564546,-2.656724227
b1296,3.744824656,-2.242501502
b1297,2.304984315,-3.659844374
b1298,3.410912419,-1.529403079
b1299,2.605023855,-1.121672907
b1300,2.929775179,-4.085993158
b1301,3.745787848,-2.684367924
b1302,2.176774435,-2.294016787
b1303,3.262925314,-2.511652661
b1304,3.416606519,-4.181198705
b1305,2.677118066,-3.393517166
b1306,4.438935963,-1.865637931
b1307,4.322700346,-3.799220029
b1308,2.315025808,-4.33733534
b1309,3.216345673,-3.730934324
b1310,3.734467063,-2.446812743
b1311,1.680285091,-2.608658129
b1312,3.777707967,-0.908284767
b1313,2.741399316,-2.223673875
b1314,4.148781726,-2.32352563
b1315,3.526590368,-4.601056308
b1316,3.130289866,-2.811836389
b1317,4.035194861,-3.033234871
b1318,1.474229925,-3.609130814
b1319,2.290724529,-3.171710604
b1320,3.696421647,-2.024920062
b1321,3.467062119,-3.922918604
b1322,1.342244312,-1.908619742
b1323,3.738773283,-1.313806573
b1324,2.073755154,-3.972406696
b1325,2.662144501,-2.812233426
b1326,1.838607399,-2.421354731
b1327,3.242491948,-2.008279716
b1328,2.56297874,-3.252840866
b1329,1.560455753,-3.389241724
b1330,3.73179776,-4.309934713
b1331,1.486846516,-2.724173705
b1332,1.28233917,-1.302602492
b1333,3.350283171,-3.945975719
b1334,0.499136534,-2.906160856
b1335,2.244889952,-2.425649534
b1336,1.07695986,-1.426634455
b1337,0.998322645,-3.861133947
b1338,2.296318552,-1.200292184
b1339,2.827380164,-2.812738388
b1340,3.450578423,-2.285682
b1341,2.88210157,-3.029771864
b1342,3.833324531,-5.492598539
b1343,3.84237275,-3.753658978
b1344,3.667048667,-2.75444088
b1345,1.39440806,-3.239683058
b1346,2.621280066,-2.685091513
b1347,3.752801084,-0.524344678
b1348,3.284832434,-3.470102053
b1349,2.167723243,-2.442085092
b1350,2.67224011,-2.977354081
b1351,2.555353639,-2.01513343
b1352,2.854958427,-3.077946664
b1353,1.653613057,-4.711829249
b1354,2.796875543,-4.577364607
b1355,3.598577593,-1.344476346
b1356,4.411290248,-3.931380906
b1357,2.975427302,-2.866590723
b1358,3.625166189,-1.804758037
b1359,4.178930068,-2.707906778
b1360,3.059006766,-4.267198758
b1361,0.449315346,-2.123444796
b1362,3.309959875,-3.108487413
b1363,4.424478904,-2.023940175
b1364,4.405920323,-3.039475314
b1365,2.319648041,-4.686784023
b1366,2.637634771,-1.892408258
b1367,4.20331646,-2.598586011
b1368,2.024790187,-3.644475781
b1369,2.067152021,-3.343514866
b1370,2.170166484,-2.84231538
b1371,4.09549717,-2.799486743
b1372,2.152644734,-2.616926933
b1373,2.199489538,-3.275813015
b1374,4.336381441,-3.160730136
b1375,2.259166412,-3.136706319
b1376,5.094693122,-4.491940204
b1377,2.412100065,-3.376719944
b1378,2.015330324,-2.784899181
b1379,2.301018753,-2.471911133
b1380,1.730114944,-2.924730392
b1381,1.416469249,-1.136347908
b1382,3.300973543,-1.799824026
b1383,2.566058599,-1.743990239
b1384,4.180386489,-3.68963676
b1385,2.240166546,-2.820055262
b1386,1.878926162,-3.598514146
b1387,1.936926538,-4.916207549
b1388,3.220722809,-3.641936323
b1389,3.952555112,-2.674168692
b1390,4.127866222,-1.918731798
b1391,2.292794633,-1.265685302
b1392,3.575790651,-2.924549665
b1393,0.929773767,-2.877476125
b1394,2.237256328,-2.581351421
b1395,2.428828646,-2.8343596
b1396,2.476661245,-2.584265929
b1397,3.618429915,-2.116487342
b1398,2.445690602,-2.457879399
b1399,2.601196917,-2.546216147
b1400,2.270126377,-3.129980547
b1401,2.499512266,-3.243615062
b1402,2.717278586,-1.348646794
b1403,2.900740784,-3.92617959
b1404,2.195304521,-1.666086668
b1405,1.671502726,-2.713174495
b1406,3.359637053,-3.718029679
b1407,1.833384725,-3.685413492
b1408,3.178833039,-4.879242282
b1409,1.057878116,-1.952674932
b1410,2.792598038,-3.147108166
b1411,2.198777182,-1.346150745
b1412,4.469403544,-2.732926225
b1413,3.010101015,-1.535024233
b1414,2.403776064,-2.629356852
b1415,4.115256394,-3.516813754
b1416,2.778577296,-1.391150412
b1417,3.817538622,-0.9800019
b1418,4.500068732,-3.831773266
b1419,1.189754256,-4.203641803
b1420,3.604338998,-3.122865352
b1421,1.764401999,-3.349314543
b1422,4.590738567,-2.393940725
b1423,2.708613847,-2.386246478
b1424,1.730146149,-1.848948526
b1425,4.224263326,-3.217299825
b1426,2.60581706,-2.603221699
b1427,2.781943321,-3.134209903
b1428,2.970490016,-2.696023594
b1429,5.345756876,-1.329646975
b1430,1.810509938,-2.354887879
b1431,3.252633536,-2.601864554
b1432,3.037750181,-1.980595659
b1433,0.590338524,-2.523064228
b1434,3.625375395,-3.299185579
b1435,2.380609991,-2.215811639
b1436,1.71796732,-3.124418318
b1437,4.261821359,-2.321303649
b1438,1.297534276,-2.18129436
b1439,2.212737226,-4.092678576
b1440,3.446011677,-4.166036154
b1441,2.874369746,-2.304461638
b1442,1.250298351,-2.685962731
b1443,2.230176673,-1.655825253
b1444,1.232465702,-4.067682774
b1445,5.066787878,-2.443519425
b1446,1.930582856,-2.557476236
b1447,1.896431872,-1.049428316
b1448,3.622052562,-3.672263664
b1449,2.695925052,-2.472603844
b1450,3.838851521,-3.164255289
b1451,2.740547274,-3.516576361
b1452,2.389244135,-3.82647481
b1453,3.170755282,-3.857103134
b1454,1.688491631,-4.722872516
b1455,3.032195049,-2.337073649
b1456,3.438115317,-3.303174351
b1457,1.663320899,-3.192397287
b1458,3.800030467,-2.844061773
b1459,1.802487665,-3.090639105
b1460,2.625998484,-1.228480686
b1461,3.076587538,-2.625757529
b1462,2.452219843,-3.474734297
b1463,3.266105642,-4.224869845
b1464,2.494289838,-3.667826572
b1465,3.560647504,-3.203082853
b1466,3.060331804,-3.506080674
b1467,3.385017094,-2.035520223
b1468,2.573366258,-4.502493175
b1469,2.530785857,-2.301808194
b1470,3.47884724,-3.864987024
b1471,3.813342768,-6.142967961
b1472,1.339676944,-0.76506803
b1473,1.291386234,-3.166584736
b1474,2.673431388,-1.902772545
b1475,3.211772958,-1.154083138
b1476,3.321924053,-3.348158804
b1477,3.745353056,-3.703460495
b1478,3.110662303,-2.881659089
b1479,2.06380593,-3.913750412
b1480,1.63886582,-1.208603716
b1481,2.23399897,-1.287048625
b1482,3.804834138,-2.927390352
b1483,2.823158673,-3.10619787
b1484,3.014272432,-1.715464822
b1485,2.532526756,-3.537954903
b1486,1.5616222,-3.029187714
b1487,3.499549947,-2.789668283
b1488,2.232955695,-2.489905856
b1489,2.083070078,-2.761304254
b1490,1.17990042,-2.959581661
b1491,1.983144386,-3.930785988
b1492,3.527008621,-4.433098875
b1493,3.697528319,-2.568118039
b1494,2.825231664,-2.064405476
b1495,4.208345154,-3.970896492
b1496,3.971007713,-3.289777768
b1497,2.313346576,-1.524624248
b1498,4.718731055,-4.528299853
